x,CMH,ZHH,MRC
0,1.7319468428107376,,
1,1.7282415222231708,1.6358417381680037,
2,1.6941809920440147,1.6508812442149832,
3,1.6912448259482933,1.6206956183969328,1.4909671422220425
4,1.6512208539630147,1.6069045516259572,1.5280586754066909
5,1.6883358145742959,1.6526064073094049,1.4995544995544998
6,1.6932812701894382,1.6667620081697485,1.4848562275201951
7,1.6878796482043636,1.3435700463490379,1.5365690681569677
8,1.6611107413499662,1.6802401288927145,1.4503390194814079
9,1.7016866444703007,1.6828104948212994,1.4318568994889269
10,1.679388058286184,1.690803338416909,1.4864530792081181
11,1.6904142139010614,1.7533425837248411,1.5010607402525182
12,1.7160931207664087,1.6689095171835389,1.4492301539692063
13,1.6551681323739613,1.7067206219536268,1.4886597513789412
14,1.6666462283673376,1.7230516054565335,1.4768058455114825
15,1.6867727278324367,1.7072609324752892,1.5167094574687487
16,1.6978487633520405,,1.4629726363161488
17,1.724725738922783,1.6708994517524021,1.3924136886735312
18,1.7082030763435079,1.6770839548899099,1.4211257549736602
19,1.655371275486206,1.6763236429504693,1.4157682069744728
20,1.6958724286683478,1.6815521289375579,1.4060545409056793
21,1.7022910148603747,1.6585347928815788,
22,1.6626993212095711,1.6841408604482468,1.420545009185548
23,1.6685595822913386,1.7015689993237397,1.3985144336278204
24,1.6580827711507247,,1.4050396553955371
25,1.7467011633767027,,1.3998998813408483
26,1.707276803846268,1.6604449721579468,1.4365817825661118
27,1.708717049164352,1.6869281093634385,1.4302396257344407
28,,1.6753120434919284,1.4107576781831801
29,,1.6993260304140643,1.4334116437853313
30,,1.6595226145937891,1.4011744244759037
31,1.72366118077325,,1.4611758961936419
32,1.7061034761519804,1.6755809741683347,1.4551035781544255
33,1.6941922616910079,1.6889558435352054,1.4326675020269775
34,1.7682048384818712,1.6945194836667927,1.4367058911848054
35,1.724344640417568,1.6733691677636391,1.4241800181378474
36,1.7589951761288753,1.6586996020072675,1.4009015749504323
37,1.7428616685938763,1.6431443942297779,1.40321001791552
38,1.7128574883608441,1.7027278603749194,1.4119374882319715
39,1.751013609562541,1.6833827819014671,1.4366592561890048
40,1.7585256767194153,1.6661431456136413,1.4627951596664197
41,,1.6754154818439018,1.4209334792287664
42,1.7324317530541449,1.6741776286273173,1.4226920285703373
43,1.7387145161746811,1.6746824406702772,nan
