x,CMH,ZHH,MRC
0,1.1884019031288113,,
1,1.19242566551287,1.2364080985546841,
2,1.1596928113987779,1.2603569815744211,
3,1.169838954106444,1.2344925199605179,1.2643575960877822
4,1.1564470399052094,1.2159445315898396,1.2578640233422598
5,1.1697489668625991,1.2255962341279261,1.2433818433818435
6,1.1699017040279605,1.2594131221380191,1.240983509896028
7,1.1642544933812127,0.73794066698918515,1.2900619608796013
8,1.153385374573322,1.2433438536861698,1.1958301580788246
9,1.1648837591576124,1.2404960209983678,1.1822634350317485
10,1.1447893289502797,1.2518262654645647,1.2258418230028509
11,1.1776230163942256,1.2844721621030564,1.2582233115692778
12,1.1762865805518514,1.2631988258391629,1.215516896620676
13,1.171875378540107,1.2761285816238213,1.2288013501276036
14,1.1460643499854379,1.2874508115850385,1.2228392484342379
15,1.1669909248747092,1.2591265861664451,1.2899322362052277
16,1.1743891310960155,,1.2346204845903483
17,1.1919905477739572,1.2279624368972444,1.1810266505148395
18,1.1697275160485727,1.2219590966048093,1.1990235995600409
19,1.1400846643080635,1.2387085758403611,1.1919607805588004
20,1.1592753548981707,1.2500721147702003,1.1993033236465811
21,1.1462354041225971,1.208768313251684,
22,1.1501011688560805,1.2335983129052281,1.2018715554194734
23,1.1517134252466632,1.2263922838328465,1.1888469979179561
24,1.1357339647649258,,1.1778854153186298
25,1.1760183982453527,,1.1887422129931771
26,1.1507368601798313,1.208831492098007,1.1988623521434489
27,1.1630853189104906,1.2170089158162329,1.1932477483285138
28,,1.2184877678951165,1.1898489028556813
29,,1.2024035084388587,1.2038213053373468
30,,1.2279252973203152,1.1753595272380453
31,1.1808320271682342,,1.2252830826432315
32,1.1744543249797899,1.2163225621961682,1.2194538606403014
33,1.1663525717694474,1.2328528279626498,1.1921942949804674
34,1.2159998116798829,1.21609514102226,1.1937203235553553
35,1.1835711353848228,1.1985300570425628,1.1894649334945586
36,1.1918640359295227,1.2122231354905693,1.1787063708802514
37,1.1865739494067891,1.2003292596635577,1.180928282511128
38,1.1708476933309147,1.245082648443993,1.1845415176049707
39,1.1941865783260608,1.2302125395856318,1.1962583367873696
40,1.1709625850951091,1.2337207871633602,1.2076898235215896
41,,1.2318501928669774,1.1921857902878918
42,1.1764717711527826,1.1854386877949861,1.1907108208242621
43,1.1832029861916937,1.257577475970399,nan
