x,CMH,ZHH,MRC
0,0.058999999999999997,,
1,0.064000000000000001,0.13200000000000001,
2,0.057000000000000002,0.13400000000000001,
3,0.052999999999999999,0.087999999999999995,0.082000000000000003
4,0.050999999999999997,0.105,0.080000000000000002
5,0.058000000000000003,0.11,0.081000000000000003
6,0.058000000000000003,0.17299999999999999,0.084000000000000005
7,0.055,0.113,0.086999999999999994
8,0.059999999999999998,0.113,0.080000000000000002
9,0.062,0.099000000000000005,0.080000000000000002
10,0.063,0.11700000000000001,0.17999999999999999
11,0.064000000000000001,0.096000000000000002,0.10299999999999999
12,0.064000000000000001,0.10100000000000001,0.083000000000000004
13,0.063,0.123,0.10100000000000001
14,0.060999999999999999,0.122,0.097000000000000003
15,0.063,0.099000000000000005,0.084000000000000005
16,0.064000000000000001,,0.082000000000000003
17,0.059999999999999998,0.092999999999999999,0.078
18,0.063,0.086999999999999994,0.080000000000000002
19,0.060999999999999999,0.099000000000000005,0.094
20,0.066000000000000003,0.112,0.085999999999999993
21,0.058999999999999997,0.11700000000000001,
22,0.059999999999999998,0.115,0.089999999999999997
23,0.060999999999999999,0.106,0.089999999999999997
24,0.058000000000000003,,0.088999999999999996
25,0.062,,0.113
26,0.058000000000000003,0.126,0.099000000000000005
27,0.053999999999999999,0.122,0.095000000000000001
28,,0.107,0.081000000000000003
29,,0.11600000000000001,0.080000000000000002
30,,0.104,0.079000000000000001
31,0.071999999999999995,0.11799999999999999,0.084000000000000005
32,0.060999999999999999,0.11,0.088999999999999996
33,0.062,0.112,0.14000000000000001
34,0.057000000000000002,0.108,0.080000000000000002
35,0.064000000000000001,0.106,0.090999999999999998
36,0.055,0.10199999999999999,0.087999999999999995
37,0.0,0.104,0.14799999999999999
38,0.059999999999999998,0.10100000000000001,0.081000000000000003
39,0.055,0.115,0.084000000000000005
40,0.060999999999999999,0.11,0.075999999999999998
41,,0.10299999999999999,0.081000000000000003
42,0.069000000000000006,0.11600000000000001,0.078
43,0.051999999999999998,0.126,0.087999999999999995
